measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,1990,0,0,0
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,948,HIV/AIDS - Drug-susceptible Tuberculosis,1,Number,1990,4336230.859,5773112.614,3165410.163
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,949,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,1,Number,1990,18545.20169,45794.80942,5483.106047
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,950,HIV/AIDS - Extensively drug-resistant Tuberculosis,1,Number,1990,0,0,0
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,954,Latent tuberculosis infection,1,Number,1990,0,0,0
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,1,Number,1990,13787824.31,18302229.72,10075062.76
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,956,Respiratory infections and tuberculosis,1,Number,1990,83915295.79,96561197.62,70166246.61
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,957,Enteric infections,1,Number,1990,69215476.79,83956626.74,53961045.03
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,958,Typhoid and paratyphoid,1,Number,1990,3859991.578,7009410.228,1842327.144
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,959,Invasive Non-typhoidal Salmonella (iNTS),1,Number,1990,2276460.953,3751445.848,1275557.579
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,961,Other infectious diseases,1,Number,1990,64943594.78,98031503.47,43020013.75
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,962,Maternal and neonatal disorders,1,Number,1990,75600434.69,80074258.49,71197401.68
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,964,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",1,Number,1990,4105.136612,6442.295348,2508.584042
2,DALYs (Disability-Adjusted Life Years),44637,Low SDI,3,Both,22,All ages,965,Benign and in situ intestinal neoplasms,1,Number,1990,0,0,0
