"cause_name","cause_id","total_attention_score","analysis_type","time_strata"
"Alopecia areata",662,1054,"sliding_3yr",2008
"Alopecia areata",662,2774,"sliding_3yr",2009
"Alopecia areata",662,2774,"sliding_3yr",2010
"Alopecia areata",662,1720,"sliding_3yr",2011
"Alopecia areata",662,4879,"sliding_3yr",2013
"Alopecia areata",662,4879,"sliding_3yr",2014
"Alopecia areata",662,4879,"sliding_3yr",2015
"Alopecia areata",662,1598,"sliding_3yr",2022
"Alopecia areata",662,2633,"sliding_3yr",2023
"Alopecia areata",662,2633,"sliding_3yr",2024
"Alopecia areata",662,1054,"year",2010
"Alopecia areata",662,1720,"year",2011
"Alopecia areata",662,4879,"year",2015
"Alopecia areata",662,1598,"year",2024
"Alopecia areata",662,1035,"year",2025
"Alzheimer's disease and other dementias",543,3494912,"all",NA
"Alzheimer's disease and other dementias",543,3360,"sliding_3yr",2005
"Alzheimer's disease and other dementias",543,8760,"sliding_3yr",2006
"Alzheimer's disease and other dementias",543,24677,"sliding_3yr",2007
"Alzheimer's disease and other dementias",543,38355,"sliding_3yr",2008
"Alzheimer's disease and other dementias",543,90692,"sliding_3yr",2009
"Alzheimer's disease and other dementias",543,95325,"sliding_3yr",2010
"Alzheimer's disease and other dementias",543,122004,"sliding_3yr",2011
"Alzheimer's disease and other dementias",543,91963,"sliding_3yr",2012
"Alzheimer's disease and other dementias",543,96728,"sliding_3yr",2013
"Alzheimer's disease and other dementias",543,75788,"sliding_3yr",2014
"Alzheimer's disease and other dementias",543,135690,"sliding_3yr",2015
"Alzheimer's disease and other dementias",543,235879,"sliding_3yr",2016
"Alzheimer's disease and other dementias",543,387346,"sliding_3yr",2017
"Alzheimer's disease and other dementias",543,415140,"sliding_3yr",2018
"Alzheimer's disease and other dementias",543,1143533,"sliding_3yr",2019
"Alzheimer's disease and other dementias",543,1309273,"sliding_3yr",2020
"Alzheimer's disease and other dementias",543,1380157,"sliding_3yr",2021
"Alzheimer's disease and other dementias",543,1403049,"sliding_3yr",2022
"Alzheimer's disease and other dementias",543,1554705,"sliding_3yr",2023
"Alzheimer's disease and other dementias",543,1372510,"sliding_3yr",2024
"Alzheimer's disease and other dementias",543,3360,"year",2007
"Alzheimer's disease and other dementias",543,5400,"year",2008
"Alzheimer's disease and other dementias",543,15917,"year",2009
"Alzheimer's disease and other dementias",543,17038,"year",2010
"Alzheimer's disease and other dementias",543,57737,"year",2011
"Alzheimer's disease and other dementias",543,20550,"year",2012
"Alzheimer's disease and other dementias",543,43717,"year",2013
"Alzheimer's disease and other dementias",543,27696,"year",2014
"Alzheimer's disease and other dementias",543,25315,"year",2015
"Alzheimer's disease and other dementias",543,22777,"year",2016
"Alzheimer's disease and other dementias",543,87598,"year",2017
"Alzheimer's disease and other dementias",543,125504,"year",2018
"Alzheimer's disease and other dementias",543,174244,"year",2019
"Alzheimer's disease and other dementias",543,115392,"year",2020
"Alzheimer's disease and other dementias",543,853897,"year",2021
"Alzheimer's disease and other dementias",543,339984,"year",2022
"Alzheimer's disease and other dementias",543,186276,"year",2023
"Alzheimer's disease and other dementias",543,876789,"year",2024
"Alzheimer's disease and other dementias",543,491640,"year",2025
"Alzheimer's disease and other dementias",543,4081,"year",2026
"Amphetamine use disorders",564,5490,"all",NA
"Amphetamine use disorders",564,240,"sliding_3yr",2006
"Amphetamine use disorders",564,240,"sliding_3yr",2007
"Amphetamine use disorders",564,240,"sliding_3yr",2008
"Amphetamine use disorders",564,5250,"sliding_3yr",2017
"Amphetamine use disorders",564,5250,"sliding_3yr",2018
"Amphetamine use disorders",564,5250,"sliding_3yr",2019
"Amphetamine use disorders",564,240,"year",2008
"Amphetamine use disorders",564,5250,"year",2019
"Anorexia nervosa",573,1674434,"all",NA
"Anorexia nervosa",573,1033,"sliding_3yr",2008
"Anorexia nervosa",573,1033,"sliding_3yr",2009
"Anorexia nervosa",573,1033,"sliding_3yr",2010
"Anorexia nervosa",573,6042,"sliding_3yr",2012
"Anorexia nervosa",573,6042,"sliding_3yr",2013
"Anorexia nervosa",573,6042,"sliding_3yr",2014
"Anorexia nervosa",573,7644,"sliding_3yr",2015
"Anorexia nervosa",573,13827,"sliding_3yr",2016
"Anorexia nervosa",573,314182,"sliding_3yr",2017
"Anorexia nervosa",573,762381,"sliding_3yr",2018
"Anorexia nervosa",573,952143,"sliding_3yr",2019
"Anorexia nervosa",573,953237,"sliding_3yr",2020
"Anorexia nervosa",573,882342,"sliding_3yr",2021
"Anorexia nervosa",573,701389,"sliding_3yr",2022
"Anorexia nervosa",573,399940,"sliding_3yr",2023
"Anorexia nervosa",573,14992,"sliding_3yr",2024
"Anorexia nervosa",573,1033,"year",2010
"Anorexia nervosa",573,6042,"year",2014
"Anorexia nervosa",573,7644,"year",2017
"Anorexia nervosa",573,6183,"year",2018
"Anorexia nervosa",573,300355,"year",2019
"Anorexia nervosa",573,455843,"year",2020
"Anorexia nervosa",573,195945,"year",2021
"Anorexia nervosa",573,301449,"year",2022
"Anorexia nervosa",573,384948,"year",2023
"Anorexia nervosa",573,14992,"year",2024
"Anxiety disorders",571,433919,"all",NA
"Anxiety disorders",571,6939,"sliding_3yr",2016
"Anxiety disorders",571,11523,"sliding_3yr",2017
"Anxiety disorders",571,45712,"sliding_3yr",2018
"Anxiety disorders",571,56549,"sliding_3yr",2019
"Anxiety disorders",571,51965,"sliding_3yr",2020
"Anxiety disorders",571,57231,"sliding_3yr",2021
"Anxiety disorders",571,315230,"sliding_3yr",2022
"Anxiety disorders",571,370431,"sliding_3yr",2023
"Anxiety disorders",571,330976,"sliding_3yr",2024
"Anxiety disorders",571,6939,"year",2018
"Anxiety disorders",571,4584,"year",2019
"Anxiety disorders",571,34189,"year",2020
"Anxiety disorders",571,17776,"year",2021
"Anxiety disorders",571,39455,"year",2023
"Anxiety disorders",571,275775,"year",2024
"Anxiety disorders",571,55201,"year",2025
"Aortic aneurysm",501,44449,"all",NA
"Aortic aneurysm",501,1374,"sliding_3yr",2016
"Aortic aneurysm",501,1374,"sliding_3yr",2017
"Aortic aneurysm",501,1374,"sliding_3yr",2018
"Aortic aneurysm",501,11001,"sliding_3yr",2019
"Aortic aneurysm",501,11001,"sliding_3yr",2020
"Aortic aneurysm",501,11001,"sliding_3yr",2021
"Aortic aneurysm",501,25945,"sliding_3yr",2022
"Aortic aneurysm",501,32074,"sliding_3yr",2023
"Aortic aneurysm",501,32074,"sliding_3yr",2024
"Aortic aneurysm",501,1374,"year",2018
"Aortic aneurysm",501,11001,"year",2021
"Aortic aneurysm",501,25945,"year",2024
"Aortic aneurysm",501,6129,"year",2025
"Appendicitis",529,104140,"all",NA
"Appendicitis",529,8566,"sliding_3yr",2015
"Appendicitis",529,39021,"sliding_3yr",2016
"Appendicitis",529,39021,"sliding_3yr",2017
"Appendicitis",529,30455,"sliding_3yr",2018
"Appendicitis",529,12947,"sliding_3yr",2019
"Appendicitis",529,45871,"sliding_3yr",2020
"Appendicitis",529,51171,"sliding_3yr",2021
"Appendicitis",529,43394,"sliding_3yr",2022
"Appendicitis",529,19248,"sliding_3yr",2023
"Appendicitis",529,13948,"sliding_3yr",2024
"Appendicitis",529,8566,"year",2017
"Appendicitis",529,30455,"year",2018
"Appendicitis",529,12947,"year",2021
"Appendicitis",529,32924,"year",2022
"Appendicitis",529,5300,"year",2023
"Appendicitis",529,5170,"year",2024
"Appendicitis",529,8778,"year",2025
"Asbestosis",512,0,"all",NA
"Ascariasis",361,0,"all",NA
"Asthma",515,4387369,"all",NA
"Asthma",515,1194,"sliding_3yr",2005
"Asthma",515,1194,"sliding_3yr",2006
"Asthma",515,15758,"sliding_3yr",2007
"Asthma",515,28557,"sliding_3yr",2008
"Asthma",515,70195,"sliding_3yr",2009
"Asthma",515,70668,"sliding_3yr",2010
"Asthma",515,64238,"sliding_3yr",2011
"Asthma",515,37164,"sliding_3yr",2012
"Asthma",515,23381,"sliding_3yr",2013
"Asthma",515,58489,"sliding_3yr",2014
"Asthma",515,70017,"sliding_3yr",2015
"Asthma",515,619167,"sliding_3yr",2016
"Asthma",515,1147456,"sliding_3yr",2017
"Asthma",515,1349599,"sliding_3yr",2018
"Asthma",515,1537080,"sliding_3yr",2019
"Asthma",515,1582975,"sliding_3yr",2020
"Asthma",515,1447794,"sliding_3yr",2021
"Asthma",515,856793,"sliding_3yr",2022
"Asthma",515,1461783,"sliding_3yr",2023
"Asthma",515,1411406,"sliding_3yr",2024
"Asthma",515,1194,"year",2007
"Asthma",515,14564,"year",2009
"Asthma",515,13993,"year",2010
"Asthma",515,41638,"year",2011
"Asthma",515,15037,"year",2012
"Asthma",515,7563,"year",2013
"Asthma",515,14564,"year",2014
"Asthma",515,1254,"year",2015
"Asthma",515,42671,"year",2016
"Asthma",515,26092,"year",2017
"Asthma",515,550404,"year",2018
"Asthma",515,570960,"year",2019
"Asthma",515,228235,"year",2020
"Asthma",515,737885,"year",2021
"Asthma",515,616855,"year",2022
"Asthma",515,93054,"year",2023
"Asthma",515,146884,"year",2024
"Asthma",515,1221845,"year",2025
"Asthma",515,42677,"year",2026
"Atopic dermatitis",977,919456,"all",NA
"Atopic dermatitis",977,3576,"sliding_3yr",2007
"Atopic dermatitis",977,3576,"sliding_3yr",2008
"Atopic dermatitis",977,21043,"sliding_3yr",2009
"Atopic dermatitis",977,20795,"sliding_3yr",2010
"Atopic dermatitis",977,29020,"sliding_3yr",2011
"Atopic dermatitis",977,11553,"sliding_3yr",2012
"Atopic dermatitis",977,66261,"sliding_3yr",2013
"Atopic dermatitis",977,58036,"sliding_3yr",2014
"Atopic dermatitis",977,58036,"sliding_3yr",2015
"Atopic dermatitis",977,2940,"sliding_3yr",2018
"Atopic dermatitis",977,133334,"sliding_3yr",2019
"Atopic dermatitis",977,176648,"sliding_3yr",2020
"Atopic dermatitis",977,710944,"sliding_3yr",2021
"Atopic dermatitis",977,625509,"sliding_3yr",2022
"Atopic dermatitis",977,652176,"sliding_3yr",2023
"Atopic dermatitis",977,114940,"sliding_3yr",2024
"Atopic dermatitis",977,3576,"year",2009
"Atopic dermatitis",977,17467,"year",2011
"Atopic dermatitis",977,3328,"year",2012
"Atopic dermatitis",977,8225,"year",2013
"Atopic dermatitis",977,58036,"year",2015
"Atopic dermatitis",977,2940,"year",2020
"Atopic dermatitis",977,130394,"year",2021
"Atopic dermatitis",977,43314,"year",2022
"Atopic dermatitis",977,537236,"year",2023
"Atopic dermatitis",977,44959,"year",2024
"Atopic dermatitis",977,69981,"year",2025
"Atrial fibrillation and flutter",500,3066672,"all",NA
"Atrial fibrillation and flutter",500,4064,"sliding_3yr",2005
"Atrial fibrillation and flutter",500,4064,"sliding_3yr",2006
"Atrial fibrillation and flutter",500,14720,"sliding_3yr",2007
"Atrial fibrillation and flutter",500,13155,"sliding_3yr",2008
"Atrial fibrillation and flutter",500,13155,"sliding_3yr",2009
"Atrial fibrillation and flutter",500,24617,"sliding_3yr",2010
"Atrial fibrillation and flutter",500,22118,"sliding_3yr",2011
"Atrial fibrillation and flutter",500,22118,"sliding_3yr",2012
"Atrial fibrillation and flutter",500,840,"sliding_3yr",2013
"Atrial fibrillation and flutter",500,40790,"sliding_3yr",2014
"Atrial fibrillation and flutter",500,100937,"sliding_3yr",2015
"Atrial fibrillation and flutter",500,283342,"sliding_3yr",2016
"Atrial fibrillation and flutter",500,243392,"sliding_3yr",2017
"Atrial fibrillation and flutter",500,186043,"sliding_3yr",2018
"Atrial fibrillation and flutter",500,497549,"sliding_3yr",2019
"Atrial fibrillation and flutter",500,1528385,"sliding_3yr",2020
"Atrial fibrillation and flutter",500,1769932,"sliding_3yr",2021
"Atrial fibrillation and flutter",500,1445919,"sliding_3yr",2022
"Atrial fibrillation and flutter",500,1214768,"sliding_3yr",2023
"Atrial fibrillation and flutter",500,970423,"sliding_3yr",2024
"Atrial fibrillation and flutter",500,4064,"year",2007
"Atrial fibrillation and flutter",500,10656,"year",2009
"Atrial fibrillation and flutter",500,2499,"year",2010
"Atrial fibrillation and flutter",500,22118,"year",2012
"Atrial fibrillation and flutter",500,840,"year",2015
"Atrial fibrillation and flutter",500,39950,"year",2016
"Atrial fibrillation and flutter",500,60147,"year",2017
"Atrial fibrillation and flutter",500,183245,"year",2018
"Atrial fibrillation and flutter",500,2798,"year",2020
"Atrial fibrillation and flutter",500,494751,"year",2021
"Atrial fibrillation and flutter",500,1030836,"year",2022
"Atrial fibrillation and flutter",500,244345,"year",2023
"Atrial fibrillation and flutter",500,170738,"year",2024
"Atrial fibrillation and flutter",500,799685,"year",2025
"Attention-deficit/hyperactivity disorder",578,5217162,"all",NA
"Attention-deficit/hyperactivity disorder",578,5146,"sliding_3yr",2006
"Attention-deficit/hyperactivity disorder",578,5146,"sliding_3yr",2007
"Attention-deficit/hyperactivity disorder",578,7673,"sliding_3yr",2008
"Attention-deficit/hyperactivity disorder",578,7004,"sliding_3yr",2009
"Attention-deficit/hyperactivity disorder",578,13708,"sliding_3yr",2010
"Attention-deficit/hyperactivity disorder",578,47559,"sliding_3yr",2011
"Attention-deficit/hyperactivity disorder",578,45793,"sliding_3yr",2012
"Attention-deficit/hyperactivity disorder",578,39567,"sliding_3yr",2013
"Attention-deficit/hyperactivity disorder",578,17448,"sliding_3yr",2014
"Attention-deficit/hyperactivity disorder",578,41572,"sliding_3yr",2015
"Attention-deficit/hyperactivity disorder",578,106102,"sliding_3yr",2016
"Attention-deficit/hyperactivity disorder",578,548114,"sliding_3yr",2017
"Attention-deficit/hyperactivity disorder",578,599849,"sliding_3yr",2018
"Attention-deficit/hyperactivity disorder",578,3776855,"sliding_3yr",2019
"Attention-deficit/hyperactivity disorder",578,3714039,"sliding_3yr",2020
"Attention-deficit/hyperactivity disorder",578,4144627,"sliding_3yr",2021
"Attention-deficit/hyperactivity disorder",578,975788,"sliding_3yr",2022
"Attention-deficit/hyperactivity disorder",578,882329,"sliding_3yr",2023
"Attention-deficit/hyperactivity disorder",578,373171,"sliding_3yr",2024
"Attention-deficit/hyperactivity disorder",578,5146,"year",2008
"Attention-deficit/hyperactivity disorder",578,2527,"year",2010
"Attention-deficit/hyperactivity disorder",578,4477,"year",2011
"Attention-deficit/hyperactivity disorder",578,6704,"year",2012
"Attention-deficit/hyperactivity disorder",578,36378,"year",2013
