cause_name,cause_id,total_attention_score,analysis_type,time_strata
Age-related macular degeneration,672,176738,sliding_3yr,2015
Age-related macular degeneration,672,160559,sliding_3yr,2016
Age-related macular degeneration,672,160559,sliding_3yr,2017
Age-related macular degeneration,672,559699,sliding_3yr,2018
Age-related macular degeneration,672,598034,sliding_3yr,2019
Age-related macular degeneration,672,1019792,sliding_3yr,2020
Age-related macular degeneration,672,572412,sliding_3yr,2021
Age-related macular degeneration,672,532972,sliding_3yr,2022
Age-related macular degeneration,672,96,year,2005
Age-related macular degeneration,672,96,year,2006
Age-related macular degeneration,672,84436,year,2010
Age-related macular degeneration,672,19540,year,2011
Age-related macular degeneration,672,2304,year,2012
Age-related macular degeneration,672,98520,year,2013
Age-related macular degeneration,672,17284,year,2015
Age-related macular degeneration,672,159454,year,2017
Age-related macular degeneration,672,1105,year,2018
Age-related macular degeneration,672,558594,year,2020
Age-related macular degeneration,672,39440,year,2021
Age-related macular degeneration,672,421758,year,2022
Age-related macular degeneration,672,111214,year,2023
Alcohol use disorders,560,36526674,all,NA
Alcohol use disorders,560,1500,sliding_3yr,2007
Alcohol use disorders,560,1500,sliding_3yr,2008
Alcohol use disorders,560,1500,sliding_3yr,2009
Alcohol use disorders,560,12992,sliding_3yr,2012
Alcohol use disorders,560,12992,sliding_3yr,2013
Alcohol use disorders,560,12992,sliding_3yr,2014
Alcohol use disorders,560,6310,sliding_3yr,2015
Alcohol use disorders,560,6310,sliding_3yr,2016
Alcohol use disorders,560,6310,sliding_3yr,2017
Alcohol use disorders,560,9840,sliding_3yr,2019
Alcohol use disorders,560,9840,sliding_3yr,2020
Alcohol use disorders,560,9840,sliding_3yr,2021
Alcohol use disorders,560,1500,year,2009
Alcohol use disorders,560,12992,year,2014
Alcohol use disorders,560,6310,year,2017
Alcohol use disorders,560,9840,year,2021
Alcoholic cardiomyopathy,938,0,all,NA
Alopecia areata,662,30612,all,NA
Alopecia areata,662,1054,sliding_3yr,2008
Alopecia areata,662,2774,sliding_3yr,2009
Alopecia areata,662,2774,sliding_3yr,2010
Alopecia areata,662,1720,sliding_3yr,2011
Alopecia areata,662,9758,sliding_3yr,2013
Alopecia areata,662,9758,sliding_3yr,2014
Alopecia areata,662,9758,sliding_3yr,2015
Alopecia areata,662,1054,year,2010
Alopecia areata,662,1720,year,2011
Alopecia areata,662,9758,year,2015
Alzheimer's disease and other dementias,543,3404022,all,NA
Alzheimer's disease and other dementias,543,3360,sliding_3yr,2005
Alzheimer's disease and other dementias,543,3360,sliding_3yr,2006
Alzheimer's disease and other dementias,543,3360,sliding_3yr,2007
Alzheimer's disease and other dementias,543,1825,sliding_3yr,2014
Alzheimer's disease and other dementias,543,1825,sliding_3yr,2015
Alzheimer's disease and other dementias,543,1825,sliding_3yr,2016
Alzheimer's disease and other dementias,543,3360,year,2007
Alzheimer's disease and other dementias,543,1825,year,2016
Amphetamine use disorders,564,0,all,NA
Anorexia nervosa,573,19035352,all,NA
Anorexia nervosa,573,1033,sliding_3yr,2008
Anorexia nervosa,573,1033,sliding_3yr,2009
Anorexia nervosa,573,1033,sliding_3yr,2010
Anorexia nervosa,573,6042,sliding_3yr,2012
Anorexia nervosa,573,6042,sliding_3yr,2013
Anorexia nervosa,573,6042,sliding_3yr,2014
Anorexia nervosa,573,22932,sliding_3yr,2015
Anorexia nervosa,573,29115,sliding_3yr,2016
Anorexia nervosa,573,930180,sliding_3yr,2017
Anorexia nervosa,573,1363091,sliding_3yr,2018
Anorexia nervosa,573,2576924,sliding_3yr,2019
Anorexia nervosa,573,1675859,sliding_3yr,2020
Anorexia nervosa,573,1395912,sliding_3yr,2021
Anorexia nervosa,573,175896,sliding_3yr,2022
Anorexia nervosa,573,1033,year,2010
Anorexia nervosa,573,6042,year,2014
Anorexia nervosa,573,22932,year,2017
Anorexia nervosa,573,6183,year,2018
Anorexia nervosa,573,901065,year,2019
Anorexia nervosa,573,455843,year,2020
Anorexia nervosa,573,1220016,year,2021
Anorexia nervosa,573,175896,year,2023
Anxiety disorders,571,2221572,all,NA
Anxiety disorders,571,4264,sliding_3yr,2019
Anxiety disorders,571,4264,sliding_3yr,2020
Anxiety disorders,571,4264,sliding_3yr,2021
Anxiety disorders,571,4264,year,2021
Aortic aneurysm,501,43521,all,NA
Aortic aneurysm,501,43521,sliding_3yr,2019
Aortic aneurysm,501,43521,sliding_3yr,2020
Aortic aneurysm,501,43521,sliding_3yr,2021
Aortic aneurysm,501,43521,year,2021
Appendicitis,529,1688840,all,NA
Appendicitis,529,8566,sliding_3yr,2015
Appendicitis,529,35804,sliding_3yr,2016
Appendicitis,529,35804,sliding_3yr,2017
Appendicitis,529,27238,sliding_3yr,2018
Appendicitis,529,155368,sliding_3yr,2019
Appendicitis,529,332708,sliding_3yr,2020
Appendicitis,529,343844,sliding_3yr,2021
Appendicitis,529,188476,sliding_3yr,2022
Appendicitis,529,8566,year,2017
Appendicitis,529,27238,year,2018
Appendicitis,529,155368,year,2021
Appendicitis,529,177340,year,2022
Appendicitis,529,11136,year,2023
Asbestosis,512,0,all,NA
Ascariasis,361,0,all,NA
Asthma,515,436898124,all,NA
Asthma,515,1194,sliding_3yr,2005
Asthma,515,1194,sliding_3yr,2006
Asthma,515,59450,sliding_3yr,2007
Asthma,515,128221,sliding_3yr,2008
Asthma,515,461325,sliding_3yr,2009
Asthma,515,478254,sliding_3yr,2010
Asthma,515,415852,sliding_3yr,2011
Asthma,515,126440,sliding_3yr,2012
Asthma,515,53763,sliding_3yr,2013
Asthma,515,282600,sliding_3yr,2014
Asthma,515,331000,sliding_3yr,2015
Asthma,515,3377402,sliding_3yr,2016
Asthma,515,9838070,sliding_3yr,2017
Asthma,515,11551912,sliding_3yr,2018
Asthma,515,27263763,sliding_3yr,2019
Asthma,515,34674927,sliding_3yr,2020
Asthma,515,32871757,sliding_3yr,2021
Asthma,515,14507258,sliding_3yr,2022
Asthma,515,1194,year,2007
Asthma,515,58256,year,2009
Asthma,515,69965,year,2010
Asthma,515,333104,year,2011
Asthma,515,75185,year,2012
Asthma,515,7563,year,2013
Asthma,515,43692,year,2014
Asthma,515,2508,year,2015
Asthma,515,236400,year,2016
Asthma,515,92092,year,2017
Asthma,515,3048910,year,2018
Asthma,515,6697068,year,2019
Asthma,515,1805934,year,2020
Asthma,515,18760761,year,2021
Asthma,515,14108232,year,2022
Asthma,515,2764,year,2023
Asthma,515,396262,year,2024
Atopic dermatitis,977,9778209,all,NA
Atopic dermatitis,977,3576,sliding_3yr,2007
Atopic dermatitis,977,3576,sliding_3yr,2008
Atopic dermatitis,977,3576,sliding_3yr,2009
Atopic dermatitis,977,246,sliding_3yr,2013
Atopic dermatitis,977,246,sliding_3yr,2014
Atopic dermatitis,977,246,sliding_3yr,2015
Atopic dermatitis,977,475,sliding_3yr,2019
Atopic dermatitis,977,475,sliding_3yr,2020
Atopic dermatitis,977,475,sliding_3yr,2021
Atopic dermatitis,977,3576,year,2009
Atopic dermatitis,977,246,year,2015
Atopic dermatitis,977,475,year,2021
Atrial fibrillation and flutter,500,79480560,all,NA
Atrial fibrillation and flutter,500,8128,sliding_3yr,2005
Atrial fibrillation and flutter,500,8128,sliding_3yr,2006
Atrial fibrillation and flutter,500,29440,sliding_3yr,2007
Atrial fibrillation and flutter,500,23811,sliding_3yr,2008
Atrial fibrillation and flutter,500,23811,sliding_3yr,2009
Atrial fibrillation and flutter,500,24617,sliding_3yr,2010
Atrial fibrillation and flutter,500,22118,sliding_3yr,2011
Atrial fibrillation and flutter,500,22118,sliding_3yr,2012
Atrial fibrillation and flutter,500,840,sliding_3yr,2013
Atrial fibrillation and flutter,500,139568,sliding_3yr,2014
Atrial fibrillation and flutter,500,646332,sliding_3yr,2015
Atrial fibrillation and flutter,500,1487617,sliding_3yr,2016
Atrial fibrillation and flutter,500,1348889,sliding_3yr,2017
Atrial fibrillation and flutter,500,845263,sliding_3yr,2018
Atrial fibrillation and flutter,500,6597992,sliding_3yr,2019
Atrial fibrillation and flutter,500,7628828,sliding_3yr,2020
Atrial fibrillation and flutter,500,8431487,sliding_3yr,2021
Atrial fibrillation and flutter,500,1836633,sliding_3yr,2022
Atrial fibrillation and flutter,500,8128,year,2007
Atrial fibrillation and flutter,500,21312,year,2009
Atrial fibrillation and flutter,500,2499,year,2010
Atrial fibrillation and flutter,500,22118,year,2012
Atrial fibrillation and flutter,500,840,year,2015
Atrial fibrillation and flutter,500,138728,year,2016
Atrial fibrillation and flutter,500,506764,year,2017
Atrial fibrillation and flutter,500,842125,year,2018
Atrial fibrillation and flutter,500,3138,year,2020
Atrial fibrillation and flutter,500,6594854,year,2021
Atrial fibrillation and flutter,500,1030836,year,2022
Atrial fibrillation and flutter,500,805797,year,2023
Attention-deficit/hyperactivity disorder,578,243437328,all,NA
Attention-deficit/hyperactivity disorder,578,36022,sliding_3yr,2006
Attention-deficit/hyperactivity disorder,578,36022,sliding_3yr,2007
Attention-deficit/hyperactivity disorder,578,43603,sliding_3yr,2008
Attention-deficit/hyperactivity disorder,578,21012,sliding_3yr,2009
Attention-deficit/hyperactivity disorder,578,27716,sliding_3yr,2010
Attention-deficit/hyperactivity disorder,578,141305,sliding_3yr,2011
Attention-deficit/hyperactivity disorder,578,130585,sliding_3yr,2012
Attention-deficit/hyperactivity disorder,578,124359,sliding_3yr,2013
Attention-deficit/hyperactivity disorder,578,27224,sliding_3yr,2014
Attention-deficit/hyperactivity disorder,578,208249,sliding_3yr,2015
Attention-deficit/hyperactivity disorder,578,468587,sliding_3yr,2016
Attention-deficit/hyperactivity disorder,578,4856428,sliding_3yr,2017
Attention-deficit/hyperactivity disorder,578,4974878,sliding_3yr,2018
Attention-deficit/hyperactivity disorder,578,18660254,sliding_3yr,2019
Attention-deficit/hyperactivity disorder,578,14549698,sliding_3yr,2020
Attention-deficit/hyperactivity disorder,578,15648407,sliding_3yr,2021
Attention-deficit/hyperactivity disorder,578,1740906,sliding_3yr,2022
Attention-deficit/hyperactivity disorder,578,36022,year,2008
Attention-deficit/hyperactivity disorder,578,7581,year,2010
Attention-deficit/hyperactivity disorder,578,13431,year,2011
Attention-deficit/hyperactivity disorder,578,6704,year,2012
Attention-deficit/hyperactivity disorder,578,121170,year,2013
Attention-deficit/hyperactivity disorder,578,2711,year,2014
Attention-deficit/hyperactivity disorder,578,478,year,2015
Attention-deficit/hyperactivity disorder,578,24035,year,2016
Attention-deficit/hyperactivity disorder,578,183736,year,2017
Attention-deficit/hyperactivity disorder,578,260816,year,2018
Attention-deficit/hyperactivity disorder,578,4411876,year,2019
Attention-deficit/hyperactivity disorder,578,302186,year,2020
Attention-deficit/hyperactivity disorder,578,13946192,year,2021
Attention-deficit/hyperactivity disorder,578,301320,year,2022
Attention-deficit/hyperactivity disorder,578,1400895,year,2023
Attention-deficit/hyperactivity disorder,578,38691,year,2024
Autism spectrum disorders,575,1632120,all,NA
Autism spectrum disorders,575,42,sliding_3yr,2009
Autism spectrum disorders,575,42,sliding_3yr,2010
Autism spectrum disorders,575,42,sliding_3yr,2011
Autism spectrum disorders,575,42,year,2011
Bacterial skin diseases,980,3549372,all,NA
Benign and in situ cervical and uterine neoplasms,966,317942,all,NA
Benign and in situ cervical and uterine neoplasms,966,5046,sliding_3yr,2009
Benign and in situ cervical and uterine neoplasms,966,5046,sliding_3yr,2010
Benign and in situ cervical and uterine neoplasms,966,5046,sliding_3yr,2011
Benign and in situ cervical and uterine neoplasms,966,5046,year,2011
Benign and in situ intestinal neoplasms,965,183274,all,NA
Benign and in situ intestinal neoplasms,965,183143,sliding_3yr,2019
Benign and in situ intestinal neoplasms,965,183143,sliding_3yr,2020
Benign and in situ intestinal neoplasms,965,183143,sliding_3yr,2021
Benign and in situ intestinal neoplasms,965,183143,year,2021
Benign prostatic hyperplasia,597,846860,all,NA
Benign prostatic hyperplasia,597,2402,sliding_3yr,2015
Benign prostatic hyperplasia,597,41161,sliding_3yr,2016
Benign prostatic hyperplasia,597,43817,sliding_3yr,2017
Benign prostatic hyperplasia,597,48466,sliding_3yr,2018
Benign prostatic hyperplasia,597,148125,sliding_3yr,2019
Benign prostatic hyperplasia,597,145469,sliding_3yr,2020
Benign prostatic hyperplasia,597,139321,sliding_3yr,2021
Benign prostatic hyperplasia,597,903,sliding_3yr,2022
Benign prostatic hyperplasia,597,2402,year,2017
Benign prostatic hyperplasia,597,38759,year,2018
Benign prostatic hyperplasia,597,2656,year,2019
Benign prostatic hyperplasia,597,7051,year,2020
Benign prostatic hyperplasia,597,138418,year,2021
Benign prostatic hyperplasia,597,903,year,2023
Bipolar disorder,570,379568245,all,NA
Bipolar disorder,570,6202,sliding_3yr,2005
Bipolar disorder,570,18628,sliding_3yr,2006
Bipolar disorder,570,39010,sliding_3yr,2007
Bipolar disorder,570,96260,sliding_3yr,2008
Bipolar disorder,570,424370,sliding_3yr,2009
Bipolar disorder,570,456058,sliding_3yr,2010
Bipolar disorder,570,689056,sliding_3yr,2011
Bipolar disorder,570,430025,sliding_3yr,2012
Bipolar disorder,570,406171,sliding_3yr,2013
Bipolar disorder,570,213404,sliding_3yr,2014
Bipolar disorder,570,427855,sliding_3yr,2015
Bipolar disorder,570,504969,sliding_3yr,2016
Bipolar disorder,570,9345828,sliding_3yr,2017
Bipolar disorder,570,14011038,sliding_3yr,2018
Bipolar disorder,570,36892948,sliding_3yr,2019
Bipolar disorder,570,27949025,sliding_3yr,2020
Bipolar disorder,570,23299141,sliding_3yr,2021
Bipolar disorder,570,319101,sliding_3yr,2022
Bipolar disorder,570,6202,year,2007
Bipolar disorder,570,12426,year,2008
Bipolar disorder,570,20382,year,2009
Bipolar disorder,570,63452,year,2010
Bipolar disorder,570,340536,year,2011
Bipolar disorder,570,52070,year,2012
Bipolar disorder,570,296450,year,2013
Bipolar disorder,570,81505,year,2014
Bipolar disorder,570,28216,year,2015
Bipolar disorder,570,103683,year,2016
Bipolar disorder,570,295956,year,2017
Bipolar disorder,570,105330,year,2018
Bipolar disorder,570,8944542,year,2019
Bipolar disorder,570,4961166,year,2020
Bipolar disorder,570,22987240,year,2021
Bipolar disorder,570,619,year,2022
Bipolar disorder,570,311282,year,2023
Bipolar disorder,570,7200,year,2024
Bladder cancer,474,37221,all,NA
Bladder cancer,474,17014,sliding_3yr,2019
Bladder cancer,474,20914,sliding_3yr,2020
Bladder cancer,474,20914,sliding_3yr,2021
Bladder cancer,474,3900,sliding_3yr,2022
Bladder cancer,474,17014,year,2021
Bladder cancer,474,3900,year,2022
Blindness and vision loss,981,101259969,all,NA
Blindness and vision loss,981,21161367,sliding_3yr,2019
Blindness and vision loss,981,21161367,sliding_3yr,2020
Blindness and vision loss,981,21161367,sliding_3yr,2021
Blindness and vision loss,981,21161367,year,2021
Brain and central nervous system cancer,477,381768,all,NA
Brain and central nervous system cancer,477,10582,sliding_3yr,2007
Brain and central nervous system cancer,477,10582,sliding_3yr,2008
Brain and central nervous system cancer,477,20438,sliding_3yr,2009
Brain and central nervous system cancer,477,9856,sliding_3yr,2010
Brain and central nervous system cancer,477,9856,sliding_3yr,2011
Brain and central nervous system cancer,477,1644,sliding_3yr,2012
Brain and central nervous system cancer,477,11135,sliding_3yr,2013
Brain and central nervous system cancer,477,11135,sliding_3yr,2014
Brain and central nervous system cancer,477,33970,sliding_3yr,2015
Brain and central nervous system cancer,477,24479,sliding_3yr,2016
Brain and central nervous system cancer,477,24479,sliding_3yr,2017
Brain and central nervous system cancer,477,1888,sliding_3yr,2018
Brain and central nervous system cancer,477,1888,sliding_3yr,2019
Brain and central nervous system cancer,477,1888,sliding_3yr,2020
Brain and central nervous system cancer,477,10582,year,2009
Brain and central nervous system cancer,477,9856,year,2011
Brain and central nervous system cancer,477,1644,year,2014
Brain and central nervous system cancer,477,9491,year,2015
Brain and central nervous system cancer,477,24479,year,2017
Brain and central nervous system cancer,477,1888,year,2020
Breast cancer,429,11225720,all,NA
Breast cancer,429,106041,sliding_3yr,2019
Breast cancer,429,199488,sliding_3yr,2020
Breast cancer,429,4477068,sliding_3yr,2021
Breast cancer,429,4426655,sliding_3yr,2022
Breast cancer,429,106041,year,2021
Breast cancer,429,93447,year,2022
Breast cancer,429,4277580,year,2023
Breast cancer,429,55628,year,2024
Bulimia nervosa,574,151,all,NA
Bulimia nervosa,574,151,sliding_3yr,2011
Bulimia nervosa,574,151,sliding_3yr,2012
Bulimia nervosa,574,151,sliding_3yr,2013
Bulimia nervosa,574,151,year,2013
Burkitt lymphoma,1006,0,all,NA
COVID-19,1048,407462440,all,NA
COVID-19,1048,1356984,sliding_3yr,2018
COVID-19,1048,3829104,sliding_3yr,2019
COVID-19,1048,41344890,sliding_3yr,2020
COVID-19,1048,115046422,sliding_3yr,2021
COVID-19,1048,112743206,sliding_3yr,2022
COVID-19,1048,1356984,year,2020
COVID-19,1048,2472120,year,2021
COVID-19,1048,37515786,year,2022
COVID-19,1048,75058516,year,2023
COVID-19,1048,168904,year,2024
Cannabis use disorders,565,3666026,all,NA
Cannabis use disorders,565,708,sliding_3yr,2008
Cannabis use disorders,565,708,sliding_3yr,2009
Cannabis use disorders,565,708,sliding_3yr,2010
Cannabis use disorders,565,12064,sliding_3yr,2017
Cannabis use disorders,565,12064,sliding_3yr,2018
Cannabis use disorders,565,12064,sliding_3yr,2019
Cannabis use disorders,565,708,year,2010
Cannabis use disorders,565,12064,year,2019
Cardiomyopathy and myocarditis,499,397911,all,NA
Cardiomyopathy and myocarditis,499,1893,sliding_3yr,2014
Cardiomyopathy and myocarditis,499,1893,sliding_3yr,2015
Cardiomyopathy and myocarditis,499,1893,sliding_3yr,2016
Cardiomyopathy and myocarditis,499,2923,sliding_3yr,2018
Cardiomyopathy and myocarditis,499,24111,sliding_3yr,2019
Cardiomyopathy and myocarditis,499,41751,sliding_3yr,2020
Cardiomyopathy and myocarditis,499,39037,sliding_3yr,2021
Cardiomyopathy and myocarditis,499,32817,sliding_3yr,2022
Cardiomyopathy and myocarditis,499,1893,year,2016
Cardiomyopathy and myocarditis,499,2923,year,2020
Cardiomyopathy and myocarditis,499,21188,year,2021
Cardiomyopathy and myocarditis,499,17640,year,2022
Cardiomyopathy and myocarditis,499,209,year,2023
Cardiomyopathy and myocarditis,499,14968,year,2024
Caries of deciduous teeth,681,22652,all,NA
Caries of deciduous teeth,681,2384,sliding_3yr,2019
Caries of deciduous teeth,681,5358,sliding_3yr,2020
Caries of deciduous teeth,681,6855,sliding_3yr,2021
Caries of deciduous teeth,681,4471,sliding_3yr,2022
Caries of deciduous teeth,681,2384,year,2021
Caries of deciduous teeth,681,2974,year,2022
Caries of deciduous teeth,681,1497,year,2023
Caries of permanent teeth,682,2570,all,NA
Caries of permanent teeth,682,2570,sliding_3yr,2019
Caries of permanent teeth,682,2570,sliding_3yr,2020
Caries of permanent teeth,682,2570,sliding_3yr,2021
Caries of permanent teeth,682,2570,year,2021
Cataract,671,36421515,all,NA
Cataract,671,109,sliding_3yr,2010
Cataract,671,109,sliding_3yr,2011
Cataract,671,109,sliding_3yr,2012
Cataract,671,21679,sliding_3yr,2017
Cataract,671,165437,sliding_3yr,2018
Cataract,671,12570383,sliding_3yr,2019
Cataract,671,12586020,sliding_3yr,2020
Cataract,671,12552728,sliding_3yr,2021
Cataract,671,340834,sliding_3yr,2022
Cataract,671,109,year,2012
Cataract,671,21679,year,2019
Cataract,671,143758,year,2020
Cataract,671,12404946,year,2021
Cataract,671,37316,year,2022
Cataract,671,110466,year,2023
Cataract,671,193052,year,2024
Cellulitis,656,3549280,all,NA
Cellulitis,656,2625372,sliding_3yr,2019
Cellulitis,656,2625372,sliding_3yr,2020
Cellulitis,656,2637568,sliding_3yr,2021
Cellulitis,656,12196,sliding_3yr,2022
Cellulitis,656,2625372,year,2021
Cellulitis,656,12196,year,2023
Cervical cancer,432,83068,all,NA
Cervical cancer,432,363,sliding_3yr,2020
Cervical cancer,432,41534,sliding_3yr,2021
Cervical cancer,432,41534,sliding_3yr,2022
Cervical cancer,432,363,year,2022
Cervical cancer,432,41171,year,2023
Chagas disease,346,3632,all,NA
Chagas disease,346,61,sliding_3yr,2019
Chagas disease,346,61,sliding_3yr,2020
Chagas disease,346,61,sliding_3yr,2021
Chagas disease,346,61,year,2021
Chlamydial infection,395,0,all,NA
Chronic hepatitis B including cirrhosis,522,157885,all,NA
Chronic hepatitis B including cirrhosis,522,1371,sliding_3yr,2011
Chronic hepatitis B including cirrhosis,522,2994,sliding_3yr,2012
Chronic hepatitis B including cirrhosis,522,12108,sliding_3yr,2013
Chronic hepatitis B including cirrhosis,522,10737,sliding_3yr,2014
Chronic hepatitis B including cirrhosis,522,9114,sliding_3yr,2015
Chronic hepatitis B including cirrhosis,522,10492,sliding_3yr,2018
Chronic hepatitis B including cirrhosis,522,20894,sliding_3yr,2019
Chronic hepatitis B including cirrhosis,522,20894,sliding_3yr,2020
Chronic hepatitis B including cirrhosis,522,10402,sliding_3yr,2021
Chronic hepatitis B including cirrhosis,522,1371,year,2013
Chronic hepatitis B including cirrhosis,522,1623,year,2014
Chronic hepatitis B including cirrhosis,522,9114,year,2015
Chronic hepatitis B including cirrhosis,522,10492,year,2020
Chronic hepatitis B including cirrhosis,522,10402,year,2021
Chronic hepatitis C including cirrhosis,523,0,all,NA
Chronic kidney disease,589,44749374,all,NA
Chronic kidney disease,589,105,sliding_3yr,2005
Chronic kidney disease,589,105,sliding_3yr,2006
Chronic kidney disease,589,9839,sliding_3yr,2007
Chronic kidney disease,589,293342,sliding_3yr,2008
Chronic kidney disease,589,297746,sliding_3yr,2009
Chronic kidney disease,589,418612,sliding_3yr,2010
Chronic kidney disease,589,144709,sliding_3yr,2011
Chronic kidney disease,589,272219,sliding_3yr,2012
Chronic kidney disease,589,142571,sliding_3yr,2013
Chronic kidney disease,589,266960,sliding_3yr,2014
Chronic kidney disease,589,138169,sliding_3yr,2015
Chronic kidney disease,589,705732,sliding_3yr,2016
Chronic kidney disease,589,1818174,sliding_3yr,2017
Chronic kidney disease,589,1882454,sliding_3yr,2018
Chronic kidney disease,589,3857886,sliding_3yr,2019
Chronic kidney disease,589,2675990,sliding_3yr,2020
Chronic kidney disease,589,2610093,sliding_3yr,2021
