measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),1,Global,1,Male,22,All ages,368,Maternal sepsis and other maternal infections,1,Number,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),1,Global,2,Female,22,All ages,368,Maternal sepsis and other maternal infections,1,Number,1990,1680166.9209212428,1894883.6239372033,1452194.980735922
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,368,Maternal sepsis and other maternal infections,1,Number,1990,1680166.9209212428,1894883.6239372033,1452194.980735922
2,DALYs (Disability-Adjusted Life Years),1,Global,1,Male,22,All ages,369,Maternal hypertensive disorders,1,Number,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),1,Global,2,Female,22,All ages,369,Maternal hypertensive disorders,1,Number,1990,3479884.836411932,3873201.347630443,3085882.509692698
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,369,Maternal hypertensive disorders,1,Number,1990,3479884.836411932,3873201.347630443,3085882.509692698
2,DALYs (Disability-Adjusted Life Years),1,Global,2,Female,22,All ages,370,Maternal obstructed labor and uterine rupture,1,Number,1990,1794033.9291258547,2082974.8477279898,1531168.605841135
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,370,Maternal obstructed labor and uterine rupture,1,Number,1990,1794033.9291258547,2082974.8477279898,1531168.605841135
2,DALYs (Disability-Adjusted Life Years),1,Global,2,Female,22,All ages,374,Ectopic pregnancy,1,Number,1990,288082.77653373586,325017.3999993653,252585.3642303621
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,374,Ectopic pregnancy,1,Number,1990,288082.77653373586,325017.3999993653,252585.3642303621
2,DALYs (Disability-Adjusted Life Years),1,Global,2,Female,22,All ages,375,Indirect maternal deaths,1,Number,1990,2061250.1020267513,2316110.2440366177,1810108.6630319203
2,DALYs (Disability-Adjusted Life Years),1,Global,3,Both,22,All ages,375,Indirect maternal deaths,1,Number,1990,2061250.1020267513,2316110.2440366177,1810108.6630319203
